,Nome da Embarcação,Número de Inscrição no RGP (PPP ou RAEP),Número de Inscrição na Marinha do Brasil,AB,Comprimento,Propulsão,HP,Capacidade do Porão,Volume do Tanque,Tripulação,Número de Covos,Status,UF,Número da Frota,Código IN,Petrecho
233,BETAMAR,ES00175486,3420042507,,,,,,,,,Cancelada,ES,2.00.000,null,2. Rede de Emalhe
234,Bete,SP00164397,4211491679,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
235,BETESDA,SC00067558,4420205849,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
236,BHEATRIZ,RJ00099787,3810486604,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
237,BIA,SC00156398,4450088263,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
238,BIA III,PR00054019,4211493019,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
239,BIBI,RJ00062868,3870061871,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
240,BIBIANA,BA00048104,2810253463,,,,,,,,,Cancelada,BA,3.00.000,null,3. Rede de Arrasto
241,Big Boss,SP00165755,4030209556,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
242,BILEK,PR00054045,4211492357,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
243,BILI-BILI,RJ00062876,3810500372,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
244,BILY DEDO,RJ00096851,3810481688,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
245,BINGO,SP00062888,4010806788,,,,,,,,,Cancelada,SP,2.01.004,null,2. Rede de Emalhe
246,BINGO I,RJ00062890,3410237151,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
247,BIQUARA,ES00062078,3420043104,,,,,,,,,Cancelada,ES,2.01.003,null,2. Rede de Emalhe
248,BIRIBINHA I,RJ00096877,3810304565,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
249,Bisa,SC00155170,4450088735,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
250,BITTENCOURT,SC00054057,4430108382,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
251,BLUE MARLIN I,ES00073029,3420048343,,,,,,,,,Cancelada,ES,3.02.002,3.9,3. Rede de Arrasto
252,BLUE MARLIN II,ES00062908,3850010694,,,,,,,,,Cancelada,ES,2.01.004,null,2. Rede de Emalhe
253,BOA ESPERANÇA I,SC00005276,4430079846,,,,,,,,,Cancelada,SC,3.00.000,null,3. Rede de Arrasto
254,BOA PESCA,PR00054077,4210224057,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
255,BOAS NOVAS F,SC00054081,4430112894,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
256,BOA SORTE I,SP00062924,4010794861,,,,,,,,,Cancelada,SP,2.01.004,null,2. Rede de Emalhe
257,BOA VIAGEM,PR00053521,4215512646,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
258,BOA VIAGEM,PR00041480,9620178670,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
259,BOA VIAGEM V,SC00051861,4660008118,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
260,BOCA LOUCA,RJ00062938,3870052139,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
261,BOEMIO I,RS00039789,4610065231,,,,,,,,,Cancelada,RS,2.00.000,null,2. Rede de Emalhe
262,BOENS FILHOS,RJ00046226,3870059389,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
263,BOM ASTRAL,SP00042658,4420118342,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
264,BOM DESTINO I,SP00054101,4420187301,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
265,BOM DIA,SC00178416,4450063066,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
266,BOM JESUS DO MILAGRE,SP00165089,4430042080,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
267,BONANÇA DO SENHOR,RJ00045696,3850011542,,,,,,,,,Cancelada,RJ,6.03.001,6.6,6. Diversificada
268,BONANSA,SP00054139,4210202681,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
269,BONSENHOR,PR00054147,4211490184,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
270,BOQUINHA,PR00062958,9620232321,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
271,BORA PESCAR,SP00004948,4410117319,,,,,,,,,Cancelada,SP,3.03.001,3.6,3. Rede de Arrasto
272,BORBOLETA X,SC00154906,4450092724,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
273,BOTO DO RIO,PR00054151,9620237901,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
274,BOTO SOLITÁRIO,RJ00062960,3810514667,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
275,BRAYAN,PR00041288,9629937972,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
276,BRAZINHA,SC00067580,4410120808,,,,,,,,,Cancelada,SC,2.01.004,null,2. Rede de Emalhe
277,BRENDA MAR II,RJ00044220,3877041388,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
278,BRENNA,CE00006848,1610059387,,,,,,,,,Cancelada,CE,1.00.000,null,1. Linha
279,BRILHANTE,PR00040468,421M005513,,,,,,,,,Cancelada,PR,6.03.004,6.7,6. Diversificada
280,BRILHO DO MAR II,PR00073409,4210180891,,,,,,,,,Cancelada,PR,3.02.002,3.9,3. Rede de Arrasto
281,BRILHOSO,RJ00096935,3870043270,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
282,BRISA MAR II,SP00165375,4010289058,,,,,,,,,Cancelada,SP,6.03.001,6.6,6. Diversificada
283,BRUNA I,SC00179356,4410170414,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
284,BRUNA III,PR00052157,4210273239,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
285,BRUNA VIII,PR00054209,4211464744,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
286,BRUNINHO,SC00054217,4430117020,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
287,BRUNO F,RS00005548,4430110646,,,,,,,,,Cancelada,RS,2.08.001,2.13,2. Rede de Emalhe
288,BUGRINHO,SC00062974,4420144441,,,,,,,,,Cancelada,SC,2.01.004,null,2. Rede de Emalhe
289,BUMERANGUE,ES00175520,3410230513,,,,,,,,,Cancelada,ES,2.00.000,null,2. Rede de Emalhe
290,BYAKU,SC00179130,441M2002002650,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
291,CABECA FRIA III,AL00015307,2412222355,,,,,,,,,Cancelada,AL,5.01.004,5.3,5. Armadilha
292,CABOCLA,RJ00044136,3870052783,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
293,Cabrasmar II,PA00159076,0230084346,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
294,Caça Sub,SP00165121,403M2004000084,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
295,Cacipesca,PA00159658,0210255943,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
296,Cacipesca III,PA00159624,0210281111,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
297,Cacipesca IV,PA00159590,0210267151,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
298,Cacipesca V,PA00159576,0210281154,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
299,Cadeira I,SC00155374,4450097092,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
300,CAIÇARA FILHO,SC00264226,4451116228,,,,,,,,,Cancelada,SC,2.02.001,2.2,2. Rede de Emalhe
301,CAIO MAR,RJ00101565,3810461512,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
302,CAIQUE,RJ00044488,3870052899,,,,,,,,,Cancelada,RJ,2.04.001,2.4,2. Rede de Emalhe
303,CAIXA D'AÇO II,SC00037409,4430066175,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
304,CALANJOS,PR00053369,4211453416,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
305,CALICA,CE00006940,1620017300,,,,,,,,,Cancelada,CE,1.00.000,null,1. Linha
306,CALIFORNIA I,RJ00053211,3870051272,,,,,,,,,Cancelada,RJ,2.00.000,null,2. Rede de Emalhe
307,CALMARIA,SP00073707,4030106692,,,,,,,,,Cancelada,SP,3.02.002,3.9,3. Rede de Arrasto
308,CALUGUI,SP00050757,405M002840,,,,,,,,,Cancelada,SP,6.03.001,6.6,6. Diversificada
309,CALU RIO II,RJ00062996,3870052848,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
310,CALUZINHO,PR00063004,9620242823,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
311,CAMARÃO,PR00063018,9620244842,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
312,CAMARÃOZINHO I,PR00050877,4210259969,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
313,CAMARÃOZINHO II,PR00050851,4211488864,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
314,CAMBALACHO II,RJ00063026,3870060344,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
315,CAMILA,MA00000550,1430062533,,,,,,,,,Cancelada,MA,3.02.001,3.4,3. Rede de Arrasto
316,CAMILA,SC00054247,4450082389,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
317,CAMILA,PA00160407,0230103065,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
318,CAMILA I,PR00054259,4211467867,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
319,CAMILA III,PR00040160,4211508814,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
320,CAMILA LXXII,SP00054267,4010211474,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
321,CAMILA VI,PR00040188,4211492543,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
322,CAMILA XIV,SP00061436,4010785179,,,,,,,,,Cancelada,SP,2.01.002,null,2. Rede de Emalhe
323,CAMILE VITORIA,SP00050467,405M000227,,,,,,,,,Cancelada,SP,6.03.001,6.6,6. Diversificada
324,CAMILLE,SP00050529,405M008554,,,,,,,,,Cancelada,SP,6.03.001,6.6,6. Diversificada
325,CAMILO NETO,PA00159730,0230071929,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
326,CAMINHO II DE TUCURUI,PA00159448,0210310294,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
327,Camocim II,PA00159258,1610031784,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
328,CAMPEAO,SC00054271,4450081781,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
329,CAMPEÃO F,RJ00118836,3840160278,,,,,,,,,Cancelada,RJ,5.02.002,5.10,5. Armadilha
330,CAMPOS REIAS,ES00007948,3420042965,,,,,,,,,Cancelada,ES,5.00.000,null,5. Armadilha
331,CAMURY,PR00054285,4211488660,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
332,CANAA,RJ00045158,3850000613,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
333,CANAA III,PR00052739,4430086567,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
334,CANAÃ III,RJ00044078,3870062070,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
335,CANARINHO,PR00047870,4211509594,,,,,,,,,Cancelada,PR,6.03.004,6.7,6. Diversificada
336,CANARINHO,SC00178874,4430102481,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
337,Canarinho do Arana I,PA00159364,0210258543,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
338,CAN DISCO,RJ00099299,3810346497,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
339,CANOEIRO,PR00063040,9620246136,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
340,Canopus,PA00161397,0210185538,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
341,Capanema,PA00160667,0230053874,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
342,Cap. Athirson,PA00160717,0050049607,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
343,CAP DIEGO,PA00159984,0230103987,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
344,CAP GONÇALVES NETO,PA00160117,0230078737,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
345,CAPILLE,RJ00069430,3810481955,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
346,Capitão Batista,PA00161215,0230087531,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
347,Capitão Bruno,PA00161289,0230080600,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
348,Capitão Bruno II,PA00161251,0230091792,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
349,Capitão Bruno II,PA00161317,0230087566,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
350,Capitão Calebe,PA00161441,0270014209,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
351,CAPITÃO CARLOS,PA00159004,0230017771,,,,,,,,,Cancelada,PA,2.04.002,2.10,2. Rede de Emalhe
352,Capitão Carneiro,PA00160685,0230083749,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
353,CAPITAO CID,PA00159744,0230049311,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
354,CAPITAO DO MAR,SC00154744,4410148818,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
355,Capitão Euder,PA00161487,0270012168,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
356,CAPITAO FAGNER,PA00159766,0230078222,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
357,CAPITÃO GRINGO,SP00043394,4010066601,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
358,Capitão Gualberto,PA00160427,0230083251,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
359,CAPITÃO RAMIRO,SP00043006,4430085790,,,,,,,,,Cancelada,SP,2.01.004,null,2. Rede de Emalhe
360,CAPITAO SANTOS,PA00160047,0230074898,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
361,CAPIVARI,RJ00004504,4010555467,,,,,,,,,Cancelada,RJ,4.01.001,4.1,4. Rede de Cerco
362,CAP LOPES,PA00160097,0230098631,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
363,CAP MARCOS ii,PA00160291,0230074189,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
364,CAPONGA,CE00027744,161M2007006345,,,,,,,,,Cancelada,CE,5.01.004,5.3,5. Armadilha
365,CAP TELES,PA00159350,0230084567,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
366,CAP WAGNER II,PA00159294,0230084893,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
367,CARATINGA,RJ00099319,3870048026,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
368,CARATINGA IV,SP00054329,4010759844,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
369,CARAVELA IV,SC00154886,4450095421,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
370,CARDOSO C II,SC00236557,4430484902,,,,,,,,,Cancelada,SC,3.03.001,3.6,3. Rede de Arrasto
371,CARIOCA I,SC00179398,4450086902,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
372,Carioca V,SP00165659,4040111249,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
373,CARLA RODRIGUES,RJ00099331,3840079250,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
374,Carlinhos,PA00161145,0210311312,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
375,CARLIPE,RJ00099345,3860003097,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
376,CARLOS ALBERTO I,PA00101617,1630033235,,,,,,,,,Cancelada,PA,1.04.001,1.8,1. Linha
377,CARLOS ALBERTO IV,PA00101597,1630031691,,,,,,,,,Cancelada,PA,1.04.001,1.8,1. Linha
378,CARLOS ALBERTO VI,PA00101647,1610053028,,,,,,,,,Cancelada,PA,1.09.002,1.9,1. Linha
379,CARMELITA,SC00054337,4430105073,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
380,CARNEIRO DIAS II,PA00159660,0270006591,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
381,CAROLINA,CE00039075,1620012910,,,,,,,,,Cancelada,CE,1.00.000,null,1. Linha
382,CAROLINA IV,SC00052645,4430106011,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
383,CAROLINA IV,PR00054341,4211498339,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
384,CAROLINE,SC00067650,4418889736,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
385,CAROLINE I,RS00039441,4610094738,,,,,,,,,Cancelada,RS,2.08.001,2.13,2. Rede de Emalhe
386,CAROL MAR,ES00063068,3410236392,,,,,,,,,Cancelada,ES,2.01.004,null,2. Rede de Emalhe
387,CAROL MAR,RJ00046598,3870059796,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
388,CAROL-MAR III,RJ00046550,3870062193,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
389,CARPACAPIM,SC00175950,4420187255,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
390,CARRERINHO,PR00063076,9620242939,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
391,CARROSEL,PR00063088,9620180216,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
392,CASCAVEL,SC00154590,4450074611,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
393,CASSOTE I,RJ00099381,3870031573,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
394,CASTELHANO,SP00042806,4030220207,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
395,CASTELO BRANCO,PA00159708,0230078583,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
396,CASTROMAR,SP00054355,4010683422,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
397,CASTROMAR I,SP00054367,4420148098,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
398,CATÊ GERAL,RJ00046416,3850003345,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
399,CATIA MARES,RJ00053129,3870052112,,,,,,,,,Cancelada,RJ,2.00.000,null,2. Rede de Emalhe
400,Catuta,SP00163837,962M2004008834,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
401,CAVALO MARINHO,SC00158178,4630004891,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
402,CELACANTO I,ES00117270,2930010762,,,,,,,,,Cancelada,ES,1.00.000,null,1. Linha
403,CELEBRIDADE II,RS00004420,4010423277,,,,,,,,,Cancelada,RS,1.01.002,1.1,1. Linha
404,CELINO NETO,SP00113836,4010449578,,,,,,,,,Cancelada,SP,3.08.001,3.11,3. Rede de Arrasto
405,CEMAR,RJ00063108,3810290998,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
406,CENTELHA,RJ00063110,3850011950,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
407,CÉU AZUL,RJ00129097,383M2006000254,,,,,,,,,Cancelada,RJ,6.03.001,6.6,6. Diversificada
408,CHALANA,RJ00100175,3870045591,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
409,CHALIMAR,RJ00061598,3850004490,,,,,,,,,Cancelada,RJ,2.01.002,null,2. Rede de Emalhe
410,CHAMPAGNE III,SC00008706,4430103321,,,,,,,,,Cancelada,SC,1.00.000,null,1. Linha
411,CHARISMO,ES00054387,3420053151,,,,,,,,,Cancelada,ES,2.00.000,null,2. Rede de Emalhe
412,Charlef I,PA00159758,0210252952,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
413,Charlef III,PA00159728,0210218631,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
414,CHARLES HENRI,RJ00045766,3830086865,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
415,CHEGUEI MORENA,PR00063124,9620241231,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
416,CHICO CAMPOS,PA00159688,0230048820,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
417,CHICO I,SC00180369,4410173561,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
418,CHICORIA DO FELIPE,PR00054391,4211508806,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
419,CHIMARRÃO,SP00163615,4010146575,,,,,,,,,Cancelada,SP,3.03.001,3.6,3. Rede de Arrasto
420,CHISPA II,SC00054411,4420210354,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
421,CHISPITTA II,SC00180725,4410137361,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
422,CHOKYU MARU Nº 11,RN00094117,181E002388,,,,,,,,,Cancelada,RN,1.01.002,1.1,1. Linha
423,CHUCRONA,PR00041606,4215515432,,,,,,,,,Cancelada,PR,2.00.000,null,2. Rede de Emalhe
424,CIBELI I,SC00062094,4440022448,,,,,,,,,Cancelada,SC,2.01.003,null,2. Rede de Emalhe
425,CICLONE,ES00063160,3410237241,,,,,,,,,Cancelada,ES,2.01.004,null,2. Rede de Emalhe
426,CIDADE DE CANAA,PA00159716,0230086471,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
427,CIDREIRA,SC00156764,4410071831,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
428,CIGANA,SP00054457,4430104930,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
429,CINCO FILHOS,PR00063174,9620232348,,,,,,,,,Cancelada,PR,2.01.004,null,2. Rede de Emalhe
430,CINCO IRMÃOS,RJ00052991,3870046252,,,,,,,,,Cancelada,RJ,2.00.000,null,2. Rede de Emalhe
431,CINQUENTINHA,SP00164347,403M2002003831,,,,,,,,,Cancelada,SP,2.04.001,2.4,2. Rede de Emalhe
432,CINTIA,RJ00063188,3877042015,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
433,CISNE BRANCO I,SC00069858,4211497081,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
434,CISNE BRANCO V,PR00054487,4210253014,,,,,,,,,Cancelada,PR,6.03.004,6.7,6. Diversificada
435,CLAUDIODETE,SC00283938,4440009140,,,,,,,,,Cancelada,SC,6.08.004,6.11,6. Diversificada
436,CLÁUDIO SELEMA,RJ00099465,3810386871,,,,,,,,,Cancelada,RJ,4.01.002,4.4,4. Rede de Cerco
437,CLEBERSON,SC00054507,4410172395,,,,,,,,,Cancelada,SC,2.00.000,null,2. Rede de Emalhe
438,CLEDIVAN,PA00159948,0230065970,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
439,CLEIDIVAN II,PA00159920,0230085482,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
440,CLEMERSON,PA00159850,0230082793,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
441,CLOVIS AUGUSTO,PA00159278,0210285770,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
442,CMTE ÉDIPO,PA00159026,0230078729,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
443,COBRA,SC00155050,4450088573,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
444,COCOTA,SC00154730,4450085574,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
445,COELHINHO,PA00159470,0210274221,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
446,Coelho I,PA00159468,0210274239,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
447,Coelho II,PA00159420,0210274191,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
448,Coelho III,PA00159674,0210274182,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
449,Coelho IV,PA00159498,0210274212,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
450,Coelho V,PA00159434,0210274204,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
451,Coiote 2,PA00161367,0210276142,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
452,COIOTE I,ES00063208,3410238298,,,,,,,,,Cancelada,ES,2.01.004,null,2. Rede de Emalhe
453,COLINA,RJ00063216,3870058404,,,,,,,,,Cancelada,RJ,2.01.004,null,2. Rede de Emalhe
454,COLORADO,SC00179560,4450083113,,,,,,,,,Cancelada,SC,2.04.001,2.4,2. Rede de Emalhe
455,COLUMBIA II,SP00054531,4210229849,,,,,,,,,Cancelada,SP,2.00.000,null,2. Rede de Emalhe
456,COLUMBUS X,SC00063228,4010046953,,,,,,,,,Cancelada,SC,2.01.004,null,2. Rede de Emalhe
457,COMANDANTE ALEF,SP00061618,4030206263,,,,,,,,,Cancelada,SP,3.02.002,3.9,3. Rede de Arrasto
458,Comandante Alexandre,PA00160931,0230071783,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
459,COMANDANTE ANSELMO,PA00160547,0210259124,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
460,COMANDANTE DANIL,RJ00105727,3810496383,,,,,,,,,Cancelada,RJ,1.01.002,1.1,1. Linha
461,Comandante Edivaldo,PA00160807,0230056547,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
462,Comandante Elvis,PA00160469,0230081495,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
463,Comandante Idovaldo,PA00160635,0230076866,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
464,COMANDANTE JAP,PA00160457,0210313927,,,,,,,,,Cancelada,PA,2.04.003,2.11,2. Rede de Emalhe
